preferred	ensembl	entrez
AL031714.1	ENSG00000261505	ENSG00000261505
LOC105372273	ENSG00000267082	105372273
SPAG16	ENSG00000144451	79582
C1GALT1	ENSG00000106392	56913
AC018362.1	ENSG00000261684	ENSG00000261684
NLE1	ENSG00000073536	54475
MYBBP1A	ENSG00000132382	10514
AC104825.2	ENSG00000251615	ENSG00000251615
PARP4P2	ENSG00000224976	ENSG00000224976
CD320	ENSG00000167775	51293
GNB5	ENSG00000069966	10681
ZNF76	ENSG00000065029	7629
AC091167.3	ENSG00000261147	ENSG00000261147
MLIP-AS1	ENSG00000235050	ENSG00000235050
AC092803.2	ENSG00000260805	ENSG00000260805
LOC105369980	ENSG00000258240	105369980
ENSG00000255813	ENSG00000255813	ENSG00000255813
RPS20P24	ENSG00000236862	ENSG00000236862
LILRA6	ENSG00000244482	79168
LOC101929680	ENSG00000236107	101929680
LOC102724058	ENSG00000236107	102724058
RNA5S1	ENSG00000199352	100169751
PPIAP82	ENSG00000213455	ENSG00000213455
RNA5S17	ENSG00000200370	100169768
RNA5S2	ENSG00000201588	100169753
MYL10	ENSG00000106436	93408
RNA5S14	ENSG00000201355	100169765
LOC157273	ENSG00000254235	157273
ENSG00000264123	ENSG00000264123	ENSG00000264123
LOC105371049	ENSG00000259933	105371049
SNORD116-24	ENSG00000207279	100033435
LINC00564	ENSG00000260094	100861546
SLC36A3	ENSG00000186334	285641
RNA5S8	ENSG00000200343	100169759
RN7SL648P	ENSG00000265727	ENSG00000265727
PRDM8	ENSG00000152784	56978
RPL29P33	ENSG00000257074	ENSG00000257074
RNA5S4	ENSG00000200381	100169755
MIR4685	ENSG00000264610	100616482
AP003692.1	ENSG00000254307	ENSG00000254307
AC099811.2	ENSG00000267261	ENSG00000267261
C6orf141	ENSG00000197261	135398
CGN	ENSG00000143375	57530
RPL10P6	ENSG00000230076	ENSG00000230076
ENSG00000198632	ENSG00000198632	ENSG00000198632
HCG17	ENSG00000270604	414778
RNA5S6	ENSG00000200624	100169757
SERPINA1	ENSG00000197249	5265
BCAS1	ENSG00000064787	8537
AL024498.1	ENSG00000272097	ENSG00000272097
PLA2G10	ENSG00000069764	8399
TTC36	ENSG00000172425	143941
AL731569.1	ENSG00000227896	ENSG00000227896
HMGB3P24	ENSG00000215283	ENSG00000215283
AC131009.1	ENSG00000255992	ENSG00000255992
MTCO3P11	ENSG00000237711	ENSG00000237711
PIN4P1	ENSG00000227973	ENSG00000227973
AC138207.3	ENSG00000264148	ENSG00000264148
PNLIPRP1	ENSG00000187021	5407
SERINC2	ENSG00000168528	347735
ZNF597	ENSG00000167981	146434
RNA5S5	ENSG00000199396	100169756
NUFIP1P	ENSG00000218890	ENSG00000218890
AC008429.4	ENSG00000254328	ENSG00000254328
RPL18AP8	ENSG00000218754	ENSG00000218754
MKX	ENSG00000150051	283078
SDHCP4	ENSG00000255035	ENSG00000255035
AC092933.1	ENSG00000213358	ENSG00000213358
RNA5S11	ENSG00000199334	100169762
RNA5S3	ENSG00000199337	100169754
AL132639.3	ENSG00000259083	ENSG00000259083
AC105272.1	ENSG00000234441	ENSG00000234441
LOC101929295	ENSG00000245552	101929295
AC006160.1	ENSG00000249502	ENSG00000249502
ENSG00000188384	ENSG00000188384	ENSG00000188384
TRIM46	ENSG00000163462	80128
RPL21P44	ENSG00000229585	ENSG00000229585
C12orf75	ENSG00000235162	387882
GIMAP8	ENSG00000171115	155038
ALOX15	ENSG00000161905	246
ENSG00000236933	ENSG00000236933	ENSG00000236933
RNA5S10	ENSG00000199910	100169761
AF213884.3	ENSG00000260651	ENSG00000260651
AC107956.1	ENSG00000197149	ENSG00000197149
AC027682.1	ENSG00000259804	ENSG00000259804
LINC02582	ENSG00000261780	100505817
MIR219A1	ENSG00000199036	407002
TULP1	ENSG00000112041	7287
RN7SL145P	ENSG00000244357	ENSG00000244357
NECTIN1	ENSG00000110400	5818
AC093503.1	ENSG00000268423	ENSG00000268423
RPL36AP15	ENSG00000235369	ENSG00000235369
AC103810.9	ENSG00000272346	ENSG00000272346
LINC00333	ENSG00000233349	ENSG00000233349
MUC20P1	ENSG00000224769	ENSG00000224769
LOC102725254	ENSG00000268650	102725254
HERC2P10	ENSG00000259845	ENSG00000259845
AL596202.1	ENSG00000235381	ENSG00000235381
AC023906.5	ENSG00000259712	ENSG00000259712
ANKRD20A4	ENSG00000172014	728747
RNA5S16	ENSG00000202257	100169767
AC062028.1	ENSG00000145063	ENSG00000145063
PPIAP16	ENSG00000213509	ENSG00000213509
AP000924.1	ENSG00000254416	ENSG00000254416
KRT18P7	ENSG00000258951	ENSG00000258951
AC090826.1	ENSG00000261821	ENSG00000261821
SNORA48	ENSG00000252228	ENSG00000252228
LINC02377	ENSG00000250102	ENSG00000250102
AC034102.1	ENSG00000237493	ENSG00000237493
MAP4K4	ENSG00000071054	9448
PHBP8	ENSG00000240471	ENSG00000240471
RPL39P38	ENSG00000241464	ENSG00000241464
AC011195.2	ENSG00000266826	ENSG00000266826
PPIAP41	ENSG00000254463	ENSG00000254463
MDP1	ENSG00000213920	145553
RN7SL63P	ENSG00000239744	ENSG00000239744
EEF1GP5	ENSG00000234785	ENSG00000234785
RNA5S12	ENSG00000199270	100169763
ENSG00000253012	ENSG00000253012	ENSG00000253012
AC114810.1	ENSG00000271868	ENSG00000271868
AL359711.2	ENSG00000260273	ENSG00000260273
RNA5S15	ENSG00000201925	100169766
LOC105369192	ENSG00000246375	105369192
AL365356.1	ENSG00000226647	ENSG00000226647
CPT1C	ENSG00000169169	126129
ZDHHC11B	ENSG00000206077	ENSG00000206077
RNU6-1157P	ENSG00000207185	ENSG00000207185
RN7SKP230	ENSG00000202512	ENSG00000202512
NQO1	ENSG00000181019	1728
ZNF252P-AS1	ENSG00000255559	286103
RNA5S13	ENSG00000202526	100169764
RN7SL290P	ENSG00000264613	ENSG00000264613
RNA5S7	ENSG00000202521	100169758
TICRR	ENSG00000140534	90381
ENSG00000259348	ENSG00000259348	ENSG00000259348
IGHV3-52	ENSG00000253545	ENSG00000253545
ACRBP	ENSG00000111644	84519
ENSG00000221469	ENSG00000221469	ENSG00000221469
EIF1	ENSG00000173812	10209
AC060780.3	ENSG00000267595	ENSG00000267595
ENSG00000268488	ENSG00000268488	ENSG00000268488
ZKSCAN7	ENSG00000196345	55888
C1QB	ENSG00000173369	713
AL021368.2	ENSG00000272316	ENSG00000272316
AGBL5	ENSG00000084693	60509
PRKXP1	ENSG00000259205	ENSG00000259205
S100A9	ENSG00000163220	6280
GTF2A2	ENSG00000140307	2958
MT-TF	ENSG00000210049	ENSG00000210049
RAB1A	ENSG00000138069	5861
ENSG00000230880	ENSG00000230880	ENSG00000230880
AL049873.1	ENSG00000213598	ENSG00000213598
SEM1	ENSG00000127922	7979
SOCS5	ENSG00000171150	9655
SLC5A3	ENSG00000198743	6526
RPGRIP1	ENSG00000092200	57096
SKP1	ENSG00000113558	6500
AC034187.1	ENSG00000224884	ENSG00000224884
TPST2	ENSG00000128294	8459
CYB561D1	ENSG00000174151	284613
HSD17B8	ENSG00000204228	7923
BLOC1S3	ENSG00000189114	388552
PCBD1	ENSG00000166228	5092
GALK1	ENSG00000108479	2584
MUS81	ENSG00000172732	80198
H2AFV	ENSG00000105968	94239
ABRAXAS2	ENSG00000165660	23172
ZC3H7B	ENSG00000100403	23264
EZH2	ENSG00000106462	2146
RN7SL774P	ENSG00000263882	ENSG00000263882
AHSA1	ENSG00000100591	10598
SMG1P1	ENSG00000237296	ENSG00000237296
ATG5	ENSG00000057663	9474
MRPS36	ENSG00000134056	92259
TAX1BP1	ENSG00000106052	8887
PSMD8	ENSG00000099341	5714
TET2	ENSG00000168769	54790
SLC25A36	ENSG00000114120	55186
TMEM179B	ENSG00000185475	374395
AVIL	ENSG00000135407	10677
DNAJC19	ENSG00000205981	131118
WEE1	ENSG00000166483	7465
MAD2L1	ENSG00000164109	4085
RHOT2	ENSG00000140983	89941
DAP3	ENSG00000132676	7818
ENSG00000255681	ENSG00000255681	ENSG00000255681
ENSG00000264328	ENSG00000264328	ENSG00000264328
TIMM8B	ENSG00000150779	26521
REX1BD	ENSG00000006015	55049
ZNF529-AS1	ENSG00000233527	101927599
AL603756.1	ENSG00000271933	ENSG00000271933
ZC3H18	ENSG00000158545	124245
LMLN	ENSG00000185621	89782
FMR1	ENSG00000102081	2332
NAA10	ENSG00000102030	8260
NAA40	ENSG00000110583	79829
PIAS3	ENSG00000131788	10401
TBC1D1	ENSG00000065882	23216
KAT2A	ENSG00000108773	2648
CAMKMT	ENSG00000143919	79823
XRCC5	ENSG00000079246	7520
FANCG	ENSG00000221829	2189
HK1	ENSG00000156515	3098
AC008560.1	ENSG00000253251	ENSG00000253251
VIM	ENSG00000026025	7431
ARHGAP15	ENSG00000075884	55843
TRIM38	ENSG00000112343	10475
B3GNTL1	ENSG00000175711	146712
ENSG00000265344	ENSG00000265344	ENSG00000265344
SERHL2	ENSG00000183569	253190
GFER	ENSG00000127554	2671
ATP5MG	ENSG00000167283	10632
ENSG00000216154	ENSG00000216154	ENSG00000216154
BUD23	ENSG00000071462	114049
TMEM131	ENSG00000075568	23505
EMC7	ENSG00000134153	56851
RPL7AP50	ENSG00000213609	ENSG00000213609
AL449283.1	ENSG00000229052	ENSG00000229052
PRDX5	ENSG00000126432	25824
ENSG00000273075	ENSG00000273075	ENSG00000273075
RN7SL234P	ENSG00000241391	ENSG00000241391
GPM6B	ENSG00000046653	2824
RPL9P28	ENSG00000242067	ENSG00000242067
ND4	ENSG00000198886	4538
AC106872.5	ENSG00000248632	ENSG00000248632
AP001542.3	ENSG00000267480	ENSG00000267480
ATP5MPL	ENSG00000156411	9556
AP001372.1	ENSG00000254631	ENSG00000254631
PARVG	ENSG00000138964	64098
HIF3A	ENSG00000124440	64344
TPTE2P6	ENSG00000205822	ENSG00000205822
CD53	ENSG00000143119	963
LOC100507387	ENSG00000182230	100507387
FAM153B	ENSG00000182230	202134
AC093714.2	ENSG00000243345	ENSG00000243345
WFDC1	ENSG00000103175	58189
RN7SL390P	ENSG00000241785	ENSG00000241785
AC138932.2	ENSG00000258354	ENSG00000258354
PTPRD-AS2	ENSG00000226717	101929428
AC108058.1	ENSG00000238273	ENSG00000238273
RPL15P14	ENSG00000226701	ENSG00000226701
AUP1	ENSG00000115307	550
COX3	ENSG00000198938	4514
AL450344.1	ENSG00000224029	ENSG00000224029
HTR5BP	ENSG00000125631	ENSG00000125631
HAND2-AS1	ENSG00000237125	79804
RN7SKP181	ENSG00000223120	ENSG00000223120
AC020915.3	ENSG00000268201	ENSG00000268201
EEF1D	ENSG00000104529	1936
RPS28P7	ENSG00000227097	ENSG00000227097
AC005154.1	ENSG00000196295	ENSG00000196295
COMMD3-BMI1	ENSG00000269897	100532731
LINC00888	ENSG00000240024	100505687
RBM23	ENSG00000100461	55147
KDM6B	ENSG00000132510	23135
ARFGAP3	ENSG00000242247	26286
MTA2	ENSG00000149480	9219
RPL23AP18	ENSG00000225338	ENSG00000225338
LTBP3	ENSG00000168056	4054
AC084337.1	ENSG00000254595	ENSG00000254595
SLC2A11	ENSG00000133460	66035
RNF13	ENSG00000082996	11342
MRPS28	ENSG00000147586	28957
AC010333.1	ENSG00000259876	ENSG00000259876
INO80E	ENSG00000169592	283899
RPS10	ENSG00000124614	6204
ERMAP	ENSG00000164010	114625
IPP	ENSG00000197429	3652
PTP4A2	ENSG00000184007	8073
DCPS	ENSG00000110063	28960
BCKDK	ENSG00000103507	10295
EIF4B	ENSG00000063046	1975
IFNGR1	ENSG00000027697	3459
SLC39A3	ENSG00000141873	29985
EIF2AK4	ENSG00000128829	440275
FAM50A	ENSG00000071859	9130
RBM17	ENSG00000134453	84991
AGBL5-IT1	ENSG00000229122	ENSG00000229122
UFD1	ENSG00000070010	7353
UBE2J2	ENSG00000160087	118424
ERP29P1	ENSG00000233347	ENSG00000233347
Metazoa_SRP	ENSG00000203286	ENSG00000203286
COX6C	ENSG00000164919	1345
MELTF-AS1	ENSG00000228109	100507057
KLHL24	ENSG00000114796	54800
MAN2A2	ENSG00000196547	4122
AL590867.2	ENSG00000218426	ENSG00000218426
LLPH	ENSG00000139233	84298
AMFR	ENSG00000159461	267
CCNG1	ENSG00000113328	900
DOK3	ENSG00000146094	79930
TIMM13	ENSG00000099800	26517
SLMAP	ENSG00000163681	7871
ENSG00000235999	ENSG00000235999	ENSG00000235999
LINC00342	ENSG00000232931	ENSG00000232931
PRMT3	ENSG00000185238	10196
SSSCA1	ENSG00000173465	10534
ENTPD5	ENSG00000187097	957
ENSG00000228155	ENSG00000228155	ENSG00000228155
NIT2	ENSG00000114021	56954
NARF-AS1	ENSG00000266445	ENSG00000266445
ORMDL3	ENSG00000172057	94103
HIKESHI	ENSG00000149196	51501
LOC107986404	ENSG00000124275	107986404
MTRR	ENSG00000124275	4552
MT-TR	ENSG00000210174	ENSG00000210174
GAB1	ENSG00000109458	2549
TUG1	ENSG00000253352	ENSG00000253352
CLUH	ENSG00000132361	23277
SELENOW	ENSG00000178980	6415
DUSP7	ENSG00000164086	1849
SMC1A	ENSG00000072501	8243
PVT1	ENSG00000249859	ENSG00000249859
ID2	ENSG00000115738	3398
ITGAL	ENSG00000005844	3683
RIC8A	ENSG00000177963	60626
NUCB1	ENSG00000104805	4924
NDUFA1	ENSG00000125356	4694
NOP14	ENSG00000087269	8602
UQCR10	ENSG00000184076	29796
PLXNC1	ENSG00000136040	10154
BET1L	ENSG00000177951	51272
NAMPT	ENSG00000105835	10135
AKAP2	ENSG00000241978	11217
C1GALT1C1	ENSG00000171155	29071
AC012236.1	ENSG00000259772	ENSG00000259772
AC111200.1	ENSG00000213605	ENSG00000213605
RTN4IP1	ENSG00000130347	84816
PIEZO1	ENSG00000103335	9780
FKBPL	ENSG00000204315	63943
SLTM	ENSG00000137776	79811
SSR1	ENSG00000124783	6745
AQP3	ENSG00000165272	360
TFAM	ENSG00000108064	7019
POLL	ENSG00000166169	27343
INTS8	ENSG00000164941	55656
EXOC7	ENSG00000182473	23265
Z74021.1	ENSG00000232346	ENSG00000232346
HIST1H2BK	ENSG00000197903	85236
NISCH	ENSG00000010322	11188
HNRNPA3P1	ENSG00000226790	ENSG00000226790
HLA-L	ENSG00000243753	3139
TTPAL	ENSG00000124120	79183
NDUFS4	ENSG00000164258	4724
EMC1	ENSG00000127463	23065
TRANK1	ENSG00000168016	9881
RPL41P1	ENSG00000227063	ENSG00000227063
RPL37	ENSG00000145592	6167
AC084754.1	ENSG00000244712	ENSG00000244712
AC096582.2	ENSG00000251378	ENSG00000251378
PRMT5-AS1	ENSG00000237054	ENSG00000237054
EFCAB14-AS1	ENSG00000228237	100130197
AC117522.2	ENSG00000249792	ENSG00000249792
LOC100294362	ENSG00000263069	100294362
ENSG00000221664	ENSG00000221664	ENSG00000221664
ENSG00000269305	ENSG00000269305	ENSG00000269305
IGLCOR22-1	ENSG00000254127	ENSG00000254127
LINC01320	ENSG00000228262	104355288
GEMIN8P4	ENSG00000228175	ENSG00000228175
LOC101928909	ENSG00000259163	101928909
IGHV3-60	ENSG00000253742	ENSG00000253742
AC007611.1	ENSG00000260086	ENSG00000260086
FOXL2NB	ENSG00000206262	401089
PTCHD4	ENSG00000244694	442213
S100A12	ENSG00000163221	6283
ADAM28	ENSG00000042980	10863
AP001116.1	ENSG00000230972	ENSG00000230972
AC026316.1	ENSG00000213174	ENSG00000213174
SNRPCP6	ENSG00000254683	ENSG00000254683
AC016949.1	ENSG00000230732	ENSG00000230732
AC011247.2	ENSG00000235586	ENSG00000235586
AC011337.1	ENSG00000271795	ENSG00000271795
FBXO24	ENSG00000106336	26261
AC122718.2	ENSG00000251682	ENSG00000251682
FTH1P3	ENSG00000213453	ENSG00000213453
MREG	ENSG00000118242	55686
ENSG00000228326	ENSG00000228326	ENSG00000228326
ENSG00000256889	ENSG00000256889	ENSG00000256889
AL050343.2	ENSG00000272175	ENSG00000272175
CXorf57	ENSG00000147231	55086
JCAD	ENSG00000165757	57608
RN7SL152P	ENSG00000242102	ENSG00000242102
VN1R1	ENSG00000178201	57191
DRD4	ENSG00000069696	1815
AC138123.3	ENSG00000257746	ENSG00000257746
GPD1	ENSG00000167588	2819
ENSG00000266241	ENSG00000266241	ENSG00000266241
ENSG00000262756	ENSG00000262756	ENSG00000262756
RN7SL748P	ENSG00000239964	ENSG00000239964
EDNRB-AS1	ENSG00000225579	ENSG00000225579
LRFN4	ENSG00000173621	78999
TESPA1	ENSG00000135426	9840
AC020658.2	ENSG00000259198	ENSG00000259198
IGLC2	ENSG00000211677	ENSG00000211677
USP9YP3	ENSG00000237023	ENSG00000237023
REEP6	ENSG00000115255	92840
IL21R-AS1	ENSG00000259954	283888
ENSG00000269936	ENSG00000269936	ENSG00000269936
AC060766.6	ENSG00000267711	ENSG00000267711
AL031674.1	ENSG00000232294	ENSG00000232294
DUXAP7	ENSG00000232136	ENSG00000232136
AC025300.1	ENSG00000254983	ENSG00000254983
AC068446.1	ENSG00000237161	ENSG00000237161
TMEM130	ENSG00000166448	222865
LYST-AS1	ENSG00000229463	ENSG00000229463
AC008626.1	ENSG00000270518	ENSG00000270518
ENSG00000260248	ENSG00000260248	ENSG00000260248
DKK1	ENSG00000107984	22943
AC011477.1	ENSG00000267419	ENSG00000267419
NDUFA11	ENSG00000174886	126328
ENSG00000266089	ENSG00000266089	ENSG00000266089
PCNPP5	ENSG00000177197	ENSG00000177197
AC116533.1	ENSG00000244398	ENSG00000244398
OST4	ENSG00000228474	100128731
SSR2	ENSG00000163479	6746
RPS26P6	ENSG00000212994	ENSG00000212994
SPDYE3	ENSG00000214300	441272
SDHC	ENSG00000143252	6391
PLS1	ENSG00000120756	5357
HSPA8P14	ENSG00000257539	ENSG00000257539
AC022140.1	ENSG00000248605	ENSG00000248605
VPS33A	ENSG00000139719	65082
RPL7L1	ENSG00000146223	285855
MAGED1	ENSG00000179222	9500
ANAPC15	ENSG00000110200	25906
MRPS16	ENSG00000182180	51021
TMEM63B	ENSG00000137216	55362
ASAH1	ENSG00000104763	427
GSDMD	ENSG00000104518	79792
NIPSNAP3B	ENSG00000165028	55335
KIF9	ENSG00000088727	64147
AC022893.1	ENSG00000253636	ENSG00000253636
MT-TW	ENSG00000210117	ENSG00000210117
ENOX2	ENSG00000165675	10495
VCL	ENSG00000035403	7414
S100A4	ENSG00000196154	6275
POP1	ENSG00000104356	10940
MSL3	ENSG00000005302	10943
IFI27L1	ENSG00000165948	122509
PCCA	ENSG00000175198	5095
SYMPK	ENSG00000125755	8189
AKAP8L	ENSG00000011243	26993
PNO1	ENSG00000115946	56902
ENSG00000255242	ENSG00000255242	ENSG00000255242
SKA2P1	ENSG00000232387	ENSG00000232387
APH1A	ENSG00000117362	51107
FBXW5	ENSG00000159069	54461
LOC728975	ENSG00000254614	728975
POM121	ENSG00000196313	9883
FAM120AOS	ENSG00000188938	158293
AL583810.1	ENSG00000258593	ENSG00000258593
PATJ	ENSG00000132849	10207
STAT2	ENSG00000170581	6773
DNAJC4	ENSG00000110011	3338
CALM1	ENSG00000198668	801
OR7D2	ENSG00000188000	162998
ASF1B	ENSG00000105011	55723
RAB6C	ENSG00000222014	84084
TMEM161B	ENSG00000164180	153396
AL132656.2	ENSG00000244733	ENSG00000244733
IFT46	ENSG00000118096	56912
RBM4B	ENSG00000173914	83759
DPH1	ENSG00000108963	1801
NRDC	ENSG00000078618	4898
CD27-AS1	ENSG00000215039	678655
GAPDH	ENSG00000111640	2597
AC068338.2	ENSG00000260274	ENSG00000260274
NPEPPS	ENSG00000141279	9520
PXN-AS1	ENSG00000255857	ENSG00000255857
PPP1R12A	ENSG00000058272	4659
WDR77	ENSG00000116455	79084
LTBP4	ENSG00000090006	8425
PSIP1	ENSG00000164985	11168
SRP19	ENSG00000153037	6728
LOC101928372	ENSG00000198358	101928372
AC027288.3	ENSG00000257894	ENSG00000257894
PDE8A	ENSG00000073417	5151
PTEN	ENSG00000171862	5728
NPAT	ENSG00000149308	4863
EIF2D	ENSG00000143486	1939
P4HTM	ENSG00000178467	54681
CCDC94	ENSG00000105248	55702
IMMT	ENSG00000132305	10989
RNF4	ENSG00000063978	6047
AL031229.1	ENSG00000216676	ENSG00000216676
MIR22HG	ENSG00000186594	84981
MED23	ENSG00000112282	9439
AC079363.1	ENSG00000258375	ENSG00000258375
SMIM15	ENSG00000188725	643155
TNPO1	ENSG00000083312	3842
AC015691.1	ENSG00000239920	ENSG00000239920
CRLF1	ENSG00000006016	9244
MCTP1	ENSG00000175471	79772
MRM3	ENSG00000171861	55178
TCHP	ENSG00000139437	84260
ALDH1L2	ENSG00000136010	160428
AC005304.2	ENSG00000265494	ENSG00000265494
SBDSP1	ENSG00000225648	ENSG00000225648
PHF7	ENSG00000010318	51533
AL109741.2	ENSG00000228399	ENSG00000228399
SUN2	ENSG00000100242	25777
SLU7	ENSG00000164609	10569
ATG4B	ENSG00000168397	23192
STAG3L5P-PVRIG2P-PILRB	ENSG00000272752	101752399
GNPTAB	ENSG00000111670	79158
RPL18	ENSG00000063177	6141
THAP9-AS1	ENSG00000251022	ENSG00000251022
ABCA9	ENSG00000154258	10350
AC020907.4	ENSG00000271032	ENSG00000271032
FGFR1	ENSG00000077782	2260
TPM3	ENSG00000143549	7170
BCKDHA	ENSG00000248098	593
NAP1L4	ENSG00000205531	4676
ENSG00000203260	ENSG00000203260	ENSG00000203260
KDM3B	ENSG00000120733	51780
SNUPN	ENSG00000169371	10073
PPM1F	ENSG00000100034	9647
ZMAT2	ENSG00000146007	153527
ENSG00000264590	ENSG00000264590	ENSG00000264590
DUS1L	ENSG00000169718	64118
PCYT1A	ENSG00000161217	5130
GPS1	ENSG00000169727	2873
IST1	ENSG00000182149	9798
CLINT1	ENSG00000113282	9685
ZNRD1	ENSG00000066379	30834
ENSG00000268340	ENSG00000268340	ENSG00000268340
AP3B1	ENSG00000132842	8546
KLHDC10	ENSG00000128607	23008
PDAP1	ENSG00000106244	11333
SIRT3	ENSG00000142082	23410
PPP6R1	ENSG00000105063	22870
PEBP1	ENSG00000089220	5037
PDE4B	ENSG00000184588	5142
CD59	ENSG00000085063	966
AP3S1	ENSG00000177879	1176
ALDH18A1	ENSG00000059573	5832
ENSG00000256295	ENSG00000256295	ENSG00000256295
YAF2	ENSG00000015153	10138
KDELR2	ENSG00000136240	11014
TMEM185AP1	ENSG00000235254	ENSG00000235254
INTS1	ENSG00000164880	26173
PFKM	ENSG00000152556	5213
MED29	ENSG00000063322	55588
NAPB	ENSG00000125814	63908
RUFY3	ENSG00000018189	22902
CNPY4	ENSG00000166997	245812
MRPS33	ENSG00000090263	51650
B4GALT1-AS1	ENSG00000233554	ENSG00000233554
SMIM11A	ENSG00000205670	54065
GEMIN7	ENSG00000142252	79760
SCAMP1-AS1	ENSG00000245556	728769
SH3GLB2	ENSG00000148341	56904
KHDC4	ENSG00000132680	22889
COP1	ENSG00000143207	64326
TTC19	ENSG00000011295	54902
PKIG	ENSG00000168734	11142
AL358472.2	ENSG00000272654	ENSG00000272654
RNF44	ENSG00000146083	22838
MAP3K3	ENSG00000198909	4215
BHLHB9	ENSG00000198908	80823
ARMCX5-GPRASP2	ENSG00000198908	100528062
ZNF224	ENSG00000267680	7767
GPR107	ENSG00000148358	57720
TSHR	ENSG00000165409	7253
AC022400.6	ENSG00000272916	ENSG00000272916
TNFRSF13B	ENSG00000240505	23495
MRPL9	ENSG00000143436	65005
PFDN2	ENSG00000143256	5202
TIMM21	ENSG00000075336	29090
NTMT1	ENSG00000148335	28989
SNAPC3	ENSG00000164975	6619
TCEANC	ENSG00000176896	170082
ARL8A	ENSG00000143862	127829
PSMF1	ENSG00000125818	9491
SEC62-AS1	ENSG00000240373	ENSG00000240373
CAPZA2	ENSG00000198898	830
NCK1-AS1	ENSG00000239213	ENSG00000239213
ENSG00000264331	ENSG00000264331	ENSG00000264331
NDUFAF1	ENSG00000137806	51103
LINC02271	ENSG00000240152	ENSG00000240152
RNPS1	ENSG00000205937	10921
AL161909.1	ENSG00000232176	ENSG00000232176
PHIP	ENSG00000146247	55023
TMED7	ENSG00000134970	51014
FRG1BP	ENSG00000149531	ENSG00000149531
WIZ	ENSG00000011451	58525
ZBTB34	ENSG00000177125	403341
HSPA9P1	ENSG00000226666	ENSG00000226666
RPS11P5	ENSG00000232888	ENSG00000232888
ZNF865	ENSG00000261221	100507290
LASP1	ENSG00000002834	3927
GHRLOS	ENSG00000240288	100126793
FAM208A	ENSG00000163946	23272
SH3BP1	ENSG00000100092	23616
AC073896.4	ENSG00000258199	ENSG00000258199
RN7SL150P	ENSG00000240626	ENSG00000240626
SAE1	ENSG00000142230	10055
ITSN1	ENSG00000205726	6453
RTTN	ENSG00000176225	25914
RN7SL819P	ENSG00000264251	ENSG00000264251
OPA1	ENSG00000198836	4976
MRPS30	ENSG00000112996	10884
GRAMD4	ENSG00000075240	23151
ACAT1	ENSG00000075239	38
LRRN2	ENSG00000170382	10446
KTI12	ENSG00000198841	112970
UFL1	ENSG00000014123	23376
ZNF131	ENSG00000172262	7690
AC005726.4	ENSG00000264608	ENSG00000264608
ZFP64	ENSG00000020256	55734
ENSG00000264009	ENSG00000264009	ENSG00000264009
AL451085.2	ENSG00000271380	ENSG00000271380
PARD6A	ENSG00000102981	50855
CHAMP1	ENSG00000198824	283489
CCDC144B	ENSG00000154874	284047
PI4K2A	ENSG00000155252	55361
FAM13B	ENSG00000031003	51306
AC091132.4	ENSG00000266918	ENSG00000266918
TBX6	ENSG00000149922	6911
INPP5K	ENSG00000132376	51763
LRRC37A3	ENSG00000176809	374819
AC008946.1	ENSG00000267939	ENSG00000267939
MT-TE	ENSG00000210194	ENSG00000210194
AC019069.1	ENSG00000272711	ENSG00000272711
CBX1	ENSG00000108468	10951
DNAJA3	ENSG00000103423	9093
RSL24D1	ENSG00000137876	51187
LCAT	ENSG00000213398	3931
EEFSEC	ENSG00000132394	60678
AC106782.1	ENSG00000258130	ENSG00000258130
TOP1	ENSG00000198900	7150
STAG3L1	ENSG00000205583	ENSG00000205583
CFAP74	ENSG00000142609	85452
TAF3	ENSG00000165632	83860
RPL3P3	ENSG00000243388	ENSG00000243388
SEMA4D	ENSG00000187764	10507
COQ3	ENSG00000132423	51805
L3MBTL2	ENSG00000100395	83746
BX322557.1	ENSG00000215447	ENSG00000215447
PNISR	ENSG00000132424	25957
ENSG00000073009	ENSG00000073009	ENSG00000073009
CCDC134	ENSG00000100147	79879
LOC100507291	ENSG00000248932	100507291
UBE2L5	ENSG00000236444	171222
FOXO3	ENSG00000118689	2309
IFRD1	ENSG00000006652	3475
ARL10	ENSG00000175414	285598
B3GLCT	ENSG00000187676	145173
RPL13AP25	ENSG00000136149	ENSG00000136149
FHL2	ENSG00000115641	2274
SLC52A3	ENSG00000101276	113278
AC016722.2	ENSG00000228925	ENSG00000228925
PRRC2B	ENSG00000130723	84726
SMG8	ENSG00000167447	55181
EEF1A1P24	ENSG00000223668	ENSG00000223668
ATP11B	ENSG00000058063	23200
STMN1	ENSG00000117632	3925
SKAP1	ENSG00000141293	8631
SCRN2	ENSG00000141295	90507
CCDC84	ENSG00000186166	338657
SLC35A3	ENSG00000117620	23443
QSER1	ENSG00000060749	79832
